,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
56842,165876,1,Cash loans,M,N,Y,0,180000.0,509400.0,37197.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.018029,-15461,-1123,-9059.0,-4019,,1,1,0,1,0,0,Laborers,2.0,3,3,WEDNESDAY,6,0,0,0,1,1,0,Business Entity Type 3,0.4013073377579672,0.5682000844885895,0.1841161559307151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1061.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
194385,325402,1,Cash loans,M,N,Y,0,144000.0,594121.5,30465.0,472500.0,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.018801,-17953,365243,-1472.0,-1498,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,10,0,0,0,1,0,0,XNA,,0.022446905712566,0.3556387169923543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
299420,446884,1,Cash loans,F,N,Y,0,270000.0,395640.0,36288.0,360000.0,Unaccompanied,Working,Incomplete higher,Separated,With parents,0.04622,-10262,-477,-10.0,-823,,1,1,1,1,0,1,Managers,1.0,1,1,MONDAY,10,0,1,1,0,1,1,Business Entity Type 3,0.2049364209813098,0.2069075155014844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
246742,385542,1,Cash loans,F,N,Y,2,54000.0,900297.0,26451.0,751500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-10120,-1058,-4543.0,-606,,1,1,1,1,1,0,Cooking staff,4.0,2,2,FRIDAY,11,0,0,0,1,1,0,Self-employed,,0.3815689147044445,0.2263473957097693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-469.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
233686,370678,1,Cash loans,F,N,N,0,157500.0,490536.0,38884.5,405000.0,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,0.005002,-14268,-177,-7624.0,-4545,,1,1,0,1,1,0,Laborers,1.0,3,3,WEDNESDAY,16,0,0,0,0,0,0,Construction,,0.4646736258975432,,0.0711,0.0577,0.9811,0.7416,0.0023,0.08,0.069,0.3333,0.3333,0.0764,0.0572,0.0685,0.0039,0.0036,0.0725,0.0599,0.9811,0.7517,0.0023,0.0806,0.069,0.3333,0.3333,0.0781,0.0624,0.0714,0.0039,0.0038,0.0718,0.0577,0.9811,0.7451,0.0023,0.08,0.069,0.3333,0.3333,0.0777,0.0581,0.0698,0.0039,0.0037,org spec account,block of flats,0.0598,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
231441,368080,1,Cash loans,F,Y,Y,2,90000.0,545040.0,26640.0,450000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-16662,-1780,-434.0,-177,17.0,1,1,1,1,1,0,Sales staff,4.0,3,3,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.4700246158201353,0.5709165417729987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-342.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
122078,241540,1,Cash loans,M,Y,N,0,90000.0,509602.5,22576.5,387000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-18247,-77,-107.0,-1788,9.0,1,1,0,1,0,0,Drivers,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Industry: type 3,,0.2718063931779716,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
144608,267683,1,Cash loans,M,N,Y,0,135000.0,427500.0,28917.0,427500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-8538,-1269,-2876.0,-1223,,1,1,1,1,1,1,Drivers,2.0,2,2,TUESDAY,14,0,0,0,0,1,1,Construction,,0.4146066978545047,0.3944954053123993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
247819,386736,1,Cash loans,M,N,N,0,130500.0,360000.0,28993.5,360000.0,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.015221,-9717,-548,-3669.0,-2276,,1,1,0,1,0,0,Core staff,1.0,2,2,FRIDAY,13,0,0,0,0,1,1,Business Entity Type 2,,0.2397294312843128,0.3154721549257734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1179.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
139751,262048,1,Cash loans,M,N,Y,0,135000.0,341280.0,9130.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.009175,-10359,-650,-4633.0,-1246,,1,1,0,1,0,0,Security staff,1.0,2,2,THURSDAY,17,0,0,0,0,0,0,Other,,0.5913338552147703,0.0576392903477425,0.1464,0.088,0.9871,0.8232,0.0109,0.04,0.0345,0.3333,0.375,0.0358,0.1177,0.0984,0.0077,0.0177,0.1492,0.0913,0.9871,0.8301,0.011,0.0403,0.0345,0.3333,0.375,0.0366,0.1286,0.1025,0.0078,0.0187,0.1478,0.088,0.9871,0.8256,0.0109,0.04,0.0345,0.3333,0.375,0.0364,0.1197,0.1001,0.0078,0.018,reg oper account,block of flats,0.0872,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
307410,456143,1,Cash loans,F,N,Y,0,85500.0,180000.0,8059.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010966,-15520,-1592,-6253.0,-4306,,1,1,1,1,0,0,,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Other,,0.0034042125035793,0.2866524828090694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,2.0,0.0,-1697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
84873,198470,1,Cash loans,F,N,N,1,76500.0,150948.0,13972.5,126000.0,Family,Working,Secondary / secondary special,Married,With parents,0.030755,-11289,-1079,-4321.0,-2009,,1,1,0,1,0,0,,3.0,2,2,FRIDAY,10,0,0,0,1,1,1,Business Entity Type 3,,0.4364611189629779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1665.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
139880,262199,1,Cash loans,F,N,N,0,135000.0,1035832.5,30415.5,904500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.009549,-16092,-1939,-1706.0,-3980,,1,1,1,1,1,0,Laborers,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,0.4614222507024871,0.3274738624766193,0.3360615207658242,0.067,0.0,0.9975,0.966,0.0071,0.0,0.1379,0.1667,0.2083,0.0657,0.0538,0.0333,0.0039,0.004,0.0683,0.0,0.9975,0.9673,0.0072,0.0,0.1379,0.1667,0.2083,0.0672,0.0588,0.0346,0.0039,0.0043,0.0677,0.0,0.9975,0.9665,0.0072,0.0,0.1379,0.1667,0.2083,0.0669,0.0547,0.0339,0.0039,0.0041,reg oper spec account,block of flats,0.0482,"Stone, brick",No,2.0,0.0,2.0,0.0,-374.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
92245,207113,1,Cash loans,F,N,N,1,76500.0,161730.0,14962.5,135000.0,Unaccompanied,Commercial associate,Incomplete higher,Separated,With parents,0.018029,-9960,-200,-4833.0,-2518,,1,1,1,1,0,0,Sales staff,2.0,3,3,MONDAY,11,0,0,0,0,0,0,Self-employed,0.1319860152194559,0.2305083624716117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
142974,265771,1,Cash loans,F,Y,Y,0,180000.0,888840.0,29506.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.035792,-18053,-3146,-334.0,-1578,8.0,1,1,0,1,0,0,Private service staff,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,Trade: type 3,,0.6073063080095342,0.6722428897082422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2316.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
193997,324953,1,Revolving loans,F,Y,Y,0,135000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-10521,-2900,-2938.0,-1087,2.0,1,1,0,1,1,0,Laborers,2.0,3,3,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 2,0.5552944974403671,0.3910401221827987,0.4686596550493113,0.0701,,0.9836,0.7756,0.0752,0.0,0.069,0.1667,0.2083,,0.0572,0.0933,,,0.0714,,0.9836,0.7844,0.0758,0.0,0.069,0.1667,0.2083,,0.0624,0.0972,,,0.0708,,0.9836,0.7786,0.0756,0.0,0.069,0.1667,0.2083,,0.0581,0.095,,,reg oper account,block of flats,0.1136,Panel,No,1.0,0.0,1.0,0.0,-449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
201254,333281,1,Cash loans,M,Y,N,0,112500.0,224136.0,17707.5,198000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00496,-10733,-1402,-4711.0,-3010,12.0,1,1,0,1,1,0,Low-skill Laborers,1.0,2,2,THURSDAY,13,0,0,0,0,1,1,Self-employed,0.3538631894641888,0.1323018756082194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
146628,270010,1,Cash loans,M,Y,Y,2,337500.0,1288350.0,37800.0,1125000.0,Unaccompanied,State servant,Higher education,Married,With parents,0.006305,-13932,-2631,-2594.0,-4442,11.0,1,1,0,1,0,0,,4.0,3,3,TUESDAY,7,0,0,0,0,0,0,Military,0.3726828719038064,0.2469401655307841,0.6528965519806539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,4.0
231309,367928,1,Cash loans,F,N,Y,0,292500.0,269550.0,13761.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-10997,-3200,-3516.0,-1946,,1,1,1,1,1,0,,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,Transport: type 4,0.2627201866973705,0.6979690524884818,0.6674577419214722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-1674.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
61337,171130,1,Cash loans,M,N,Y,2,157500.0,601470.0,30838.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-13561,-2293,-7662.0,-3403,,1,1,0,1,0,1,Laborers,4.0,2,2,FRIDAY,10,0,0,0,0,1,1,Self-employed,0.3317812070361165,0.5073324648175982,0.3825018041447388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1650.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
114377,232639,1,Revolving loans,M,Y,N,0,157500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-8125,-497,-4208.0,-808,64.0,1,1,0,1,0,0,Laborers,1.0,2,2,SATURDAY,14,0,0,0,1,1,0,Self-employed,,0.4629496998958202,,0.0186,0.0001,0.9712,0.6056,,0.0,0.1034,0.0417,0.0833,0.0346,,0.0208,,0.0,0.0189,0.0001,0.9712,0.621,,0.0,0.1034,0.0417,0.0833,0.0354,,0.0217,,0.0,0.0187,0.0001,0.9712,0.6109,,0.0,0.1034,0.0417,0.0833,0.0352,,0.0212,,0.0,reg oper account,block of flats,0.02,Block,No,2.0,1.0,2.0,1.0,-29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
272458,415879,1,Cash loans,M,Y,Y,0,180000.0,450000.0,24543.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-8546,-343,-3353.0,-1218,17.0,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.3965474001425593,0.3791004853998145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-120.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
281706,426331,1,Revolving loans,F,Y,Y,0,135000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.032561,-7973,-611,-7860.0,-644,64.0,1,1,0,1,1,0,Core staff,1.0,1,1,MONDAY,19,0,0,0,0,0,0,Bank,,0.3300265932872837,0.5902333386185574,0.2557,,0.9786,,,0.2,0.1724,0.3333,0.3333,0.0513,,0.2241,,,0.2605,,0.9786,,,0.2014,0.1724,0.3333,0.3333,0.0524,,0.2335,,,0.2581,,0.9786,,,0.2,0.1724,0.3333,0.3333,0.0522,,0.2281,,,,block of flats,0.2047,"Stone, brick",No,0.0,0.0,0.0,0.0,-454.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
65715,176204,1,Cash loans,F,Y,Y,0,202500.0,364896.0,19795.5,315000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-19620,-1232,-6587.0,-3132,10.0,1,1,0,1,1,0,High skill tech staff,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Trade: type 7,,0.1513552692450145,0.3893387918468769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-938.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
232199,368946,1,Cash loans,M,Y,Y,1,171000.0,203760.0,13617.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.031329,-9796,-252,-4626.0,-2479,10.0,1,1,0,1,0,0,,3.0,2,2,TUESDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.2746424369448336,0.1368888603530772,,0.001,0.0,0.9747,0.6532,,0.0,0.0345,0.0,0.0417,0.0008,,0.0006,,0.0,0.0011,0.0,0.9747,0.6668,,0.0,0.0345,0.0,0.0417,0.0009,,0.0006,,0.0,0.001,0.0,0.9747,0.6578,,0.0,0.0345,0.0,0.0417,0.0009,,0.0006,,0.0,reg oper account,block of flats,0.0005,Wooden,No,4.0,1.0,4.0,1.0,-1643.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
295523,442384,1,Cash loans,M,N,Y,0,90000.0,513531.0,24835.5,459000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-16895,-3063,-7891.0,-456,,1,1,1,1,0,0,Laborers,2.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Government,,0.3019234980690136,0.7700870700124128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,-293.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
51162,159245,1,Cash loans,F,N,Y,0,67500.0,373311.0,19674.0,283500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008575,-10220,-471,-10052.0,-928,,1,1,0,1,0,0,Cooking staff,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Kindergarten,,0.1693153433892578,0.2837118826350007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1027.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
298723,446073,1,Cash loans,F,N,Y,0,135000.0,732834.0,49104.0,625500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.006852,-10473,-474,-1979.0,-2824,,1,1,0,1,0,0,High skill tech staff,2.0,3,3,MONDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.7829232210419195,0.3966520620582665,0.1245194708919845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-549.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
121629,241017,1,Cash loans,F,N,N,1,99000.0,178290.0,14215.5,157500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00712,-15626,-422,-9730.0,-5316,,1,1,0,1,0,0,,3.0,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.6374975435693357,0.2301588968634147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,7.0,0.0,7.0,0.0,-1499.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
106279,223306,1,Cash loans,M,N,Y,2,207000.0,778968.0,25258.5,558000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.020246,-16709,-1678,-3331.0,-259,,1,1,0,1,1,0,Managers,4.0,3,3,THURSDAY,7,0,0,0,0,0,0,Business Entity Type 3,,0.3598570628743926,0.3807996826489149,0.0227,0.0819999999999999,0.9717,0.6124,0.0053,0.0,0.1034,0.0833,0.125,0.0545,0.0185,0.0292,0.0463,0.0662,0.0231,0.0851,0.9717,0.6276,0.0053,0.0,0.1034,0.0833,0.125,0.0558,0.0202,0.0304,0.0467,0.0701,0.0229,0.0819999999999999,0.9717,0.6176,0.0053,0.0,0.1034,0.0833,0.125,0.0555,0.0188,0.0297,0.0466,0.0676,reg oper account,block of flats,0.0403,"Stone, brick",No,0.0,0.0,0.0,0.0,-1095.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
192570,323309,1,Cash loans,M,Y,Y,0,157500.0,545040.0,20677.5,450000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006852,-20672,-3609,-568.0,-2744,21.0,1,1,0,1,0,0,Drivers,2.0,3,3,FRIDAY,6,0,0,0,0,0,0,Medicine,,0.3018359354868946,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-354.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
225104,360735,1,Cash loans,M,Y,N,2,135000.0,163008.0,17685.0,144000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.035792,-12311,-1120,-6460.0,-4428,8.0,1,1,0,1,0,0,,4.0,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.645698675929388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-441.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
215374,349557,1,Cash loans,F,Y,Y,1,90000.0,1078200.0,31653.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-14143,-4669,-4655.0,-4651,11.0,1,1,0,1,0,0,Cooking staff,3.0,2,2,FRIDAY,4,0,0,0,0,0,0,Business Entity Type 3,0.3777619014851444,0.4980010103975307,0.3280631605201915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-348.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
261878,403135,1,Cash loans,F,N,N,2,88200.0,94810.5,7618.5,72000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.002134,-15036,-1260,-5156.0,-4487,,1,1,0,1,0,0,Sales staff,3.0,3,3,TUESDAY,7,0,0,0,0,0,0,Trade: type 7,,0.1192142395309069,,,,0.9791,,,,,,,,,0.0064,,,,,0.9791,,,,,,,,,0.0066,,,,,0.9791,,,,,,,,,0.0065,,,,block of flats,0.005,,No,0.0,0.0,0.0,0.0,-1835.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
198711,330397,1,Cash loans,F,N,Y,0,70200.0,993082.5,39514.5,913500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0105,-23155,365243,-7954.0,-4003,,1,0,0,1,0,0,,2.0,3,3,THURSDAY,11,0,0,0,0,0,0,XNA,,0.0456777712015402,0.5388627065779676,0.1649,,0.9891,0.8504,,0.16,0.1379,0.375,0.0417,,0.1345,,0.0,0.0,0.1681,,0.9891,0.8563,,0.1611,0.1379,0.375,0.0417,,0.1469,,0.0,0.0,0.1665,,0.9891,0.8524,,0.16,0.1379,0.375,0.0417,,0.1368,,0.0,0.0,reg oper account,block of flats,0.1349,,No,0.0,0.0,0.0,0.0,-157.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0
